Jan 17, 2021	$36,163.65	$36,722.35	$34,069.32	$35,791.28	$52,359,854,336	$665,831,621,391
Jan 16, 2021	$36,821.65	$37,864.37	$35,633.55	$36,178.14	$57,706,187,875	$673,000,645,231
Jan 15, 2021	$39,156.71	$39,577.71	$34,659.59	$36,825.37	$67,760,757,881	$685,005,864,471
Jan 14, 2021	$37,325.11	$39,966.41	$36,868.56	$39,187.33	$63,615,990,033	$728,904,366,964
Jan 13, 2021	$33,915.12	$37,599.96	$32,584.67	$37,316.36	$69,364,315,979	$694,069,582,194
Jan 12, 2021	$35,516.36	$36,568.53	$32,697.98	$33,922.96	$74,773,277,909	$630,920,422,745
Jan 11, 2021	$38,346.53	$38,346.53	$30,549.60	$35,566.66	$123,320,567,399	$661,457,321,418
Jan 10, 2021	$40,254.22	$41,420.19	$35,984.63	$38,356.44	$79,980,747,690	$713,304,617,761
Jan 09, 2021	$40,788.64	$41,436.35	$38,980.88	$40,254.55	$61,984,162,837	$748,563,483,043
Jan 08, 2021	$39,381.77	$41,946.74	$36,838.64	$40,797.61	$88,107,519,480	$758,625,941,267
Jan 07, 2021	$36,833.87	$40,180.37	$36,491.19	$39,371.04	$84,762,141,031	$732,062,681,138
Jan 06, 2021	$34,013.61	$36,879.70	$33,514.03	$36,824.36	$75,289,433,811	$684,671,246,324
Jan 05, 2021	$31,977.04	$34,437.59	$30,221.19	$33,992.43	$67,547,324,782	$631,980,005,970
Jan 04, 2021	$32,810.95	$33,440.22	$28,722.76	$31,971.91	$81,163,475,344	$594,384,025,391
Jan 03, 2021	$32,129.41	$34,608.56	$32,052.32	$32,782.02	$78,665,235,202	$609,409,213,147
Jan 02, 2021	$29,376.46	$33,155.12	$29,091.18	$32,127.27	$67,865,420,765	$597,205,944,669
Jan 01, 2021	$28,994.01	$29,600.63	$28,803.59	$29,374.15	$40,730,301,359	$546,001,594,838
Dec 31, 2020	$28,841.57	$29,244.88	$28,201.99	$29,001.72	$46,754,964,848	$539,051,138,108
Dec 30, 2020	$27,360.09	$28,937.74	$27,360.09	$28,840.95	$51,287,442,704	$536,033,807,161
Dec 29, 2020	$27,081.81	$27,370.72	$25,987.30	$27,362.44	$45,265,946,774	$508,523,687,097
Dec 28, 2020	$26,280.82	$27,389.11	$26,207.64	$27,084.81	$49,056,742,893	$503,339,329,917
Dec 27, 2020	$26,439.37	$28,288.84	$25,922.77	$26,272.29	$66,479,895,605	$488,213,268,382
Dec 26, 2020	$24,677.02	$26,718.07	$24,522.69	$26,437.04	$48,332,647,295	$491,250,863,157
Dec 25, 2020	$23,733.57	$24,710.10	$23,463.67	$24,664.79	$42,068,395,846	$458,297,232,692
Dec 24, 2020	$23,240.20	$23,768.34	$22,777.60	$23,735.95	$41,080,759,713	$441,017,197,764
Dec 23, 2020	$23,781.97	$24,024.49	$22,802.65	$23,241.34	$51,146,161,904	$431,808,778,580
Dec 22, 2020	$22,794.04	$23,789.90	$22,430.60	$23,783.03	$44,171,632,681	$441,850,902,134
Dec 21, 2020	$23,474.46	$24,059.98	$22,159.37	$22,803.08	$45,852,713,981	$423,625,088,584
Dec 20, 2020	$23,861.77	$24,209.66	$23,147.71	$23,477.30	$37,844,228,422	$436,129,331,482
Dec 19, 2020	$23,132.87	$24,085.86	$22,826.47	$23,869.83	$38,487,546,580	$443,399,267,277
Dec 18, 2020	$22,806.80	$23,238.60	$22,399.81	$23,137.96	$40,387,896,275	$429,781,092,528
Dec 17, 2020	$21,308.35	$23,642.66	$21,234.68	$22,805.16	$71,378,606,374	$423,576,934,966
Dec 16, 2020	$19,418.82	$21,458.91	$19,298.32	$21,310.60	$44,409,011,479	$395,799,863,746
Dec 15, 2020	$19,246.92	$19,525.01	$19,079.84	$19,417.08	$26,741,982,541	$360,614,771,027
Dec 14, 2020	$19,144.49	$19,305.10	$19,012.71	$19,246.64	$22,473,997,681	$357,432,550,020
Dec 13, 2020	$18,806.77	$19,381.54	$18,734.33	$19,142.38	$25,450,468,637	$355,479,173,806
Dec 12, 2020	$18,051.32	$18,919.55	$18,046.04	$18,803.66	$21,752,580,802	$349,170,613,899
Dec 11, 2020	$18,263.93	$18,268.45	$17,619.53	$18,058.90	$27,919,640,985	$335,326,168,919
Dec 10, 2020	$18,553.30	$18,553.30	$17,957.07	$18,264.99	$25,547,132,265	$339,136,939,586
Dec 09, 2020	$18,320.88	$18,626.29	$17,935.55	$18,553.92	$34,420,373,071	$344,486,483,494
Dec 08, 2020	$19,191.53	$19,283.48	$18,269.95	$18,321.14	$31,692,288,756	$340,148,764,252
Dec 07, 2020	$19,343.13	$19,411.83	$18,931.14	$19,191.63	$26,896,357,742	$356,293,229,783
Dec 06, 2020	$19,154.18	$19,390.50	$18,897.89	$19,345.12	$25,293,775,714	$359,123,541,247
Dec 05, 2020	$18,698.39	$19,160.45	$18,590.19	$19,154.23	$27,242,455,064	$355,563,938,256
Dec 04, 2020	$19,446.97	$19,511.40	$18,697.19	$18,699.77	$33,872,388,058	$347,111,351,136
Dec 03, 2020	$19,205.93	$19,566.19	$18,925.78	$19,445.40	$31,930,317,405	$360,933,936,017
Dec 02, 2020	$18,801.74	$19,308.33	$18,347.72	$19,201.09	$37,387,697,139	$356,381,007,571
Dec 01, 2020	$19,633.77	$19,845.98	$18,321.92	$18,803.00	$49,633,658,712	$348,976,597,318
Nov 30, 2020	$18,178.32	$19,749.26	$18,178.32	$19,625.84	$47,728,480,399	$364,229,729,426
Nov 29, 2020	$17,719.63	$18,283.63	$17,559.12	$18,177.48	$31,133,957,704	$337,336,592,123
Nov 28, 2020	$17,112.93	$17,853.94	$16,910.65	$17,717.42	$32,601,040,734	$328,782,832,212
Nov 27, 2020	$17,153.91	$17,445.02	$16,526.42	$17,108.40	$38,886,494,645	$317,464,460,530
Nov 26, 2020	$18,729.84	$18,866.29	$16,351.03	$17,150.62	$61,396,835,737	$318,231,964,319
Nov 25, 2020	$19,104.41	$19,390.97	$18,581.15	$18,732.12	$43,710,357,371	$347,558,803,507
Nov 24, 2020	$18,365.01	$19,348.27	$18,128.66	$19,107.46	$51,469,565,009	$354,504,361,032
Nov 23, 2020	$18,370.02	$18,711.43	$18,000.80	$18,364.12	$42,741,112,308	$340,698,070,308
Nov 22, 2020	$18,642.23	$18,688.97	$17,671.38	$18,370.00	$41,280,434,226	$340,790,183,317
Nov 21, 2020	$18,621.32	$18,936.62	$18,444.36	$18,642.23	$39,650,210,707	$345,819,234,185
Nov 20, 2020	$17,817.08	$18,773.23	$17,765.80	$18,621.31	$36,992,873,940	$345,411,881,099
Nov 19, 2020	$17,803.86	$18,119.55	$17,382.55	$17,817.09	$36,985,055,355	$330,475,167,134
Nov 18, 2020	$17,645.19	$18,393.95	$17,352.91	$17,804.01	$49,064,800,278	$330,218,014,062
Nov 17, 2020	$16,685.69	$17,782.92	$16,564.54	$17,645.41	$39,006,849,170	$327,257,094,857
Nov 16, 2020	$15,955.58	$16,816.18	$15,880.71	$16,716.11	$31,526,766,675	$309,889,423,249
Nov 15, 2020	$16,068.14	$16,123.11	$15,793.53	$15,955.59	$23,653,867,583	$295,790,551,598
Nov 14, 2020	$16,317.81	$16,317.81	$15,749.19	$16,068.14	$27,481,710,135	$297,877,068,423
Nov 13, 2020	$16,276.44	$16,463.18	$15,992.15	$16,317.81	$31,599,492,172	$302,505,533,181
Nov 12, 2020	$15,701.30	$16,305.00	$15,534.77	$16,276.34	$34,175,758,344	$301,736,853,825
Nov 11, 2020	$15,290.91	$15,916.26	$15,290.01	$15,701.34	$29,772,374,934	$291,077,214,052
Nov 10, 2020	$15,332.35	$15,450.33	$15,124.96	$15,290.90	$25,574,938,143	$283,468,380,961
Nov 09, 2020	$15,479.60	$15,785.14	$14,865.53	$15,332.32	$34,149,115,566	$284,236,108,837
Nov 08, 2020	$14,833.75	$15,637.32	$14,744.11	$15,479.57	$26,632,075,029	$286,955,182,899
Nov 07, 2020	$15,565.88	$15,737.10	$14,423.20	$14,833.75	$35,024,953,706	$274,970,333,140
Nov 06, 2020	$15,579.73	$15,903.44	$15,226.84	$15,565.88	$39,837,841,971	$288,526,920,959
Nov 05, 2020	$14,133.73	$15,706.40	$14,102.09	$15,579.85	$40,856,321,439	$288,771,509,681
Nov 04, 2020	$13,950.49	$14,218.77	$13,580.47	$14,133.71	$35,116,364,962	$261,954,213,176
Nov 03, 2020	$13,550.45	$13,984.98	$13,325.44	$13,950.30	$29,869,951,617	$258,541,441,764
Nov 02, 2020	$13,737.03	$13,808.32	$13,243.16	$13,550.49	$30,771,455,468	$251,119,864,445
Nov 01, 2020	$13,780.99	$13,862.03	$13,628.38	$13,737.11	$24,453,857,900	$254,569,759,063
Oct 31, 2020	$13,546.53	$14,028.21	$13,457.53	$13,780.99	$30,306,464,719	$255,372,071,116
Oct 30, 2020	$13,437.87	$13,651.52	$13,136.20	$13,546.52	$30,581,485,201	$251,018,154,920
Oct 29, 2020	$13,271.30	$13,612.05	$12,980.06	$13,437.88	$56,499,499,598	$248,995,322,466
Oct 28, 2020	$13,654.21	$13,837.70	$12,932.25	$13,271.29	$35,867,318,895	$245,899,824,465
Oct 27, 2020	$13,075.24	$13,759.67	$13,060.84	$13,654.22	$33,749,878,156	$252,985,946,390
Oct 26, 2020	$13,031.20	$13,225.30	$12,822.38	$13,075.25	$29,461,458,313	$242,250,997,936
Oct 25, 2020	$13,108.06	$13,329.18	$12,910.06	$13,031.17	$24,406,920,575	$241,425,217,440
Oct 24, 2020	$12,931.57	$13,145.07	$12,885.75	$13,108.06	$24,542,317,940	$242,839,876,186
Oct 23, 2020	$12,971.55	$13,015.96	$12,752.65	$12,931.54	$28,974,975,003	$239,557,562,148
Oct 22, 2020	$12,801.64	$13,161.59	$12,717.09	$12,965.89	$34,729,759,598	$240,166,387,522
Oct 21, 2020	$11,913.08	$13,184.57	$11,900.93	$12,823.69	$43,414,712,626	$237,532,386,963
Oct 20, 2020	$11,745.97	$11,999.92	$11,681.48	$11,916.34	$30,915,821,592	$220,721,282,865
Oct 19, 2020	$11,495.04	$11,799.09	$11,408.29	$11,742.04	$23,860,769,928	$217,482,407,293
Oct 18, 2020	$11,355.98	$11,483.36	$11,347.58	$11,483.36	$18,283,314,340	$212,682,581,771
Oct 17, 2020	$11,322.12	$11,386.26	$11,285.35	$11,358.10	$19,130,430,174	$210,353,665,235
Oct 16, 2020	$11,502.83	$11,540.06	$11,223.01	$11,322.12	$25,635,480,772	$209,676,088,344
Oct 15, 2020	$11,426.60	$11,569.91	$11,303.60	$11,495.35	$24,487,233,058	$212,873,103,428
Oct 14, 2020	$11,429.05	$11,539.98	$11,307.83	$11,429.51	$24,103,426,719	$211,643,390,713
Oct 13, 2020	$11,548.72	$11,548.98	$11,321.22	$11,425.90	$24,241,420,251	$211,565,586,739
Oct 12, 2020	$11,392.64	$11,698.47	$11,240.69	$11,555.36	$26,163,972,642	$213,950,143,824
Oct 11, 2020	$11,296.08	$11,428.81	$11,288.63	$11,384.18	$19,968,627,060	$210,766,812,992
Oct 10, 2020	$11,059.14	$11,442.21	$11,056.94	$11,296.36	$22,877,978,588	$209,130,239,495
Oct 09, 2020	$10,927.91	$11,102.67	$10,846.85	$11,064.46	$22,799,117,613	$204,827,451,843
Oct 08, 2020	$10,669.37	$10,945.74	$10,562.61	$10,915.69	$63,314,794,397	$202,064,144,550
Oct 07, 2020	$10,603.36	$10,680.51	$10,562.51	$10,668.97	$37,799,458,436	$197,485,816,055
Oct 06, 2020	$10,796.31	$10,797.58	$10,528.89	$10,604.41	$42,623,695,307	$196,281,911,458
Oct 05, 2020	$10,676.53	$10,793.51	$10,634.60	$10,793.34	$47,537,578,009	$199,769,602,128
Oct 04, 2020	$10,550.44	$10,686.00	$10,534.39	$10,669.58	$71,251,776,995	$197,468,899,357
Oct 03, 2020	$10,575.10	$10,598.94	$10,511.13	$10,549.33	$44,660,271,563	$195,233,191,301
Oct 02, 2020	$10,619.82	$10,657.84	$10,416.69	$10,575.98	$48,661,453,918	$195,716,085,732
Oct 01, 2020	$10,795.25	$10,933.62	$10,472.36	$10,619.45	$40,023,134,100	$196,512,086,756
Sep 30, 2020	$10,843.87	$10,847.26	$10,669.32	$10,784.49	$44,171,073,700	$199,556,965,504
Sep 29, 2020	$10,709.65	$10,860.00	$10,649.50	$10,844.64	$46,582,396,602	$200,660,083,839
Sep 28, 2020	$10,776.61	$10,945.35	$10,703.89	$10,709.65	$47,762,394,731	$198,154,065,044
Sep 27, 2020	$10,746.89	$10,803.98	$10,622.92	$10,775.27	$53,745,972,818	$199,357,967,523
Sep 26, 2020	$10,695.58	$10,773.00	$10,667.28	$10,750.72	$46,852,525,493	$198,893,019,774
Sep 25, 2020	$10,761.11	$10,777.70	$10,578.91	$10,692.72	$39,348,590,957	$197,809,986,226
Sep 24, 2020	$10,248.79	$10,771.06	$10,231.49	$10,760.07	$47,144,380,902	$199,045,623,654
Sep 23, 2020	$10,535.49	$10,537.83	$10,197.86	$10,246.19	$23,788,661,867	$189,529,920,746
Sep 22, 2020	$10,459.62	$10,568.08	$10,382.73	$10,538.46	$23,621,787,804	$194,932,197,947
Sep 21, 2020	$10,934.93	$10,988.30	$10,380.26	$10,462.26	$28,884,999,244	$193,514,327,128
Sep 20, 2020	$11,095.87	$11,095.87	$10,814.48	$10,938.27	$24,699,523,788	$202,308,927,892
Sep 19, 2020	$10,933.75	$11,134.09	$10,909.62	$11,094.35	$22,764,204,008	$205,185,696,336
Sep 18, 2020	$10,951.82	$11,034.91	$10,829.66	$10,944.59	$26,341,903,912	$202,405,809,881
Sep 17, 2020	$10,973.25	$11,037.42	$10,774.63	$10,948.99	$38,151,810,523	$202,475,761,712
Sep 16, 2020	$10,797.76	$11,100.12	$10,704.88	$10,974.90	$30,769,986,455	$202,942,925,722
Sep 15, 2020	$10,677.75	$10,938.63	$10,656.46	$10,796.95	$32,509,451,925	$199,641,896,762
Sep 14, 2020	$10,328.73	$10,800.01	$10,266.01	$10,680.84	$35,453,581,940	$197,484,272,947
Sep 13, 2020	$10,452.40	$10,577.22	$10,224.33	$10,323.76	$36,506,852,789	$190,870,759,062
Sep 12, 2020	$10,409.86	$10,578.84	$10,292.39	$10,442.17	$36,750,077,324	$193,049,493,277
Sep 11, 2020	$10,369.03	$10,434.92	$10,140.84	$10,400.91	$45,201,121,775	$192,275,791,669
Sep 10, 2020	$10,242.33	$10,503.91	$10,238.14	$10,363.14	$54,406,443,211	$191,568,387,062
Sep 09, 2020	$10,134.15	$10,350.54	$10,017.25	$10,242.35	$24,128,292,755	$189,325,507,175
Sep 08, 2020	$10,369.31	$10,414.78	$9,945.11	$10,131.52	$33,430,927,462	$187,267,336,728
Sep 07, 2020	$10,281.00	$10,399.15	$9,916.49	$10,369.56	$33,703,098,409	$191,657,203,885
Sep 06, 2020	$10,167.22	$10,353.93	$10,056.89	$10,280.35	$37,071,460,174	$189,997,214,393
Sep 05, 2020	$10,512.53	$10,581.57	$9,946.68	$10,169.57	$44,916,565,292	$187,940,141,276
Sep 04, 2020	$10,230.37	$10,663.92	$10,207.94	$10,511.81	$29,965,130,374	$194,255,818,704
Sep 03, 2020	$11,407.19	$11,443.02	$10,182.47	$10,245.30	$31,927,261,555	$189,322,069,063
Sep 02, 2020	$11,964.82	$11,964.82	$11,290.79	$11,414.03	$28,037,405,299	$210,909,793,681
Sep 01, 2020	$11,679.32	$12,067.08	$11,601.13	$11,970.48	$27,311,555,343	$221,181,001,607
Aug 31, 2020	$11,713.31	$11,768.88	$11,598.32	$11,680.82	$22,285,928,250	$215,817,677,822
Aug 30, 2020	$11,508.71	$11,715.26	$11,492.38	$11,711.51	$19,760,127,945	$216,373,660,045
Aug 29, 2020	$11,541.05	$11,585.64	$11,466.29	$11,506.87	$17,485,597,759	$212,583,870,983
Aug 28, 2020	$11,325.30	$11,545.62	$11,316.42	$11,542.50	$19,807,127,588	$213,231,661,583
Aug 27, 2020	$11,485.61	$11,570.79	$11,185.94	$11,323.40	$23,240,415,076	$209,172,436,817
Aug 26, 2020	$11,366.89	$11,530.05	$11,296.99	$11,488.36	$22,466,660,958	$212,210,534,428
Aug 25, 2020	$11,773.59	$11,778.30	$11,189.85	$11,366.14	$26,301,509,932	$209,942,744,481
Aug 24, 2020	$11,663.69	$11,807.63	$11,623.25	$11,774.60	$20,681,511,755	$217,477,962,650
Aug 23, 2020	$11,679.70	$11,713.43	$11,559.92	$11,664.85	$18,482,062,658	$215,439,967,321
Aug 22, 2020	$11,585.48	$11,689.41	$11,448.81	$11,681.83	$20,224,191,306	$215,742,068,895
Aug 21, 2020	$11,878.03	$11,899.26	$11,564.98	$11,592.49	$23,762,425,999	$214,082,401,861
Aug 20, 2020	$11,761.50	$11,900.41	$11,710.06	$11,878.37	$20,175,242,945	$219,350,310,326
Aug 19, 2020	$11,990.88	$12,028.92	$11,687.33	$11,758.28	$24,502,851,117	$217,122,068,305
Aug 18, 2020	$12,251.90	$12,335.71	$11,954.53	$11,991.23	$26,043,227,672	$221,413,097,553
Aug 17, 2020	$11,895.66	$12,359.06	$11,806.70	$12,254.40	$28,227,687,027	$226,261,747,567
Aug 16, 2020	$11,866.69	$11,934.90	$11,737.19	$11,892.80	$20,583,375,490	$219,576,092,170
Aug 15, 2020	$11,768.70	$11,963.20	$11,768.70	$11,865.70	$23,354,924,400	$219,064,372,745
Aug 14, 2020	$11,772.66	$12,150.99	$11,685.46	$11,768.87	$24,237,958,589	$217,265,120,503
Aug 13, 2020	$11,588.41	$11,796.40	$11,216.87	$11,784.14	$27,522,199,497	$217,534,728,413
Aug 12, 2020	$11,404.60	$11,748.40	$11,249.61	$11,584.93	$25,064,548,486	$213,846,666,475
Aug 11, 2020	$11,881.65	$11,932.71	$11,195.71	$11,410.53	$27,039,782,640	$210,616,121,945
Aug 10, 2020	$11,662.26	$12,045.14	$11,662.26	$11,878.11	$26,114,112,569	$219,235,405,395
Aug 09, 2020	$11,737.33	$11,806.06	$11,548.78	$11,675.74	$17,489,608,833	$215,490,364,255
Aug 08, 2020	$11,604.55	$11,800.06	$11,558.43	$11,754.05	$17,572,057,837	$216,924,147,851
Aug 07, 2020	$11,778.89	$11,898.04	$11,408.59	$11,601.47	$23,132,312,867	$214,097,928,027
Aug 06, 2020	$11,749.87	$11,902.34	$11,598.71	$11,779.77	$23,400,740,340	$217,377,233,001
Aug 05, 2020	$11,203.82	$11,786.62	$11,158.29	$11,747.02	$24,411,254,471	$216,761,492,406
Aug 04, 2020	$11,246.20	$11,385.38	$11,094.15	$11,205.89	$21,250,197,042	$206,767,135,617
Aug 03, 2020	$11,043.77	$11,453.08	$11,012.41	$11,246.35	$20,271,713,443	$207,503,423,456
Aug 02, 2020	$11,758.76	$12,034.14	$11,018.13	$11,053.61	$27,410,067,336	$203,936,136,730
Aug 01, 2020	$11,322.57	$11,794.78	$11,239.68	$11,759.59	$26,075,670,303	$216,950,669,098
Jul 31, 2020	$11,110.21	$11,415.86	$10,987.05	$11,323.47	$23,160,469,766	$208,895,308,529
Jul 30, 2020	$11,099.83	$11,169.36	$10,895.46	$11,111.21	$22,857,247,901	$204,969,047,788
Jul 29, 2020	$10,912.95	$11,304.40	$10,856.14	$11,100.47	$24,617,249,715	$204,761,455,133
Jul 28, 2020	$11,017.46	$11,204.33	$10,632.63	$10,912.82	$28,766,551,142	$201,290,022,193
Jul 27, 2020	$9,905.22	$11,298.22	$9,903.97	$10,990.87	$35,359,749,590	$202,719,581,737
Jul 26, 2020	$9,680.23	$10,023.81	$9,652.85	$9,905.17	$20,507,998,997	$182,685,328,095
Jul 25, 2020	$9,539.49	$9,704.56	$9,530.21	$9,677.11	$16,610,070,933	$178,469,614,078
Jul 24, 2020	$9,585.51	$9,623.34	$9,481.45	$9,536.89	$16,552,768,325	$175,875,016,548
Jul 23, 2020	$9,527.14	$9,610.25	$9,483.00	$9,581.07	$18,146,399,002	$176,680,237,480
Jul 22, 2020	$9,375.08	$9,530.52	$9,319.65	$9,525.36	$16,532,254,884	$175,644,844,408
Jul 21, 2020	$9,162.51	$9,407.26	$9,149.39	$9,374.89	$18,069,581,956	$172,861,732,402
Jul 20, 2020	$9,187.22	$9,214.27	$9,137.51	$9,164.23	$13,755,604,146	$168,970,262,859
Jul 19, 2020	$9,158.01	$9,201.40	$9,097.63	$9,185.82	$12,939,002,784	$169,360,219,986
Jul 18, 2020	$9,151.18	$9,230.98	$9,100.82	$9,159.04	$12,252,601,475	$168,858,972,269
Jul 17, 2020	$9,131.81	$9,182.25	$9,089.20	$9,151.39	$13,944,570,749	$168,710,427,574
Jul 16, 2020	$9,191.98	$9,214.31	$9,088.95	$9,132.23	$15,713,967,523	$168,350,501,976
Jul 15, 2020	$9,241.90	$9,275.33	$9,171.93	$9,192.84	$15,844,731,575	$169,460,074,576
Jul 14, 2020	$9,238.70	$9,283.84	$9,171.66	$9,243.21	$18,085,038,362	$170,380,670,525
Jul 13, 2020	$9,277.20	$9,306.40	$9,224.29	$9,243.61	$17,519,821,266	$170,379,677,119
Jul 12, 2020	$9,241.06	$9,319.42	$9,197.45	$9,276.50	$14,452,361,907	$170,977,422,928
Jul 11, 2020	$9,277.51	$9,293.53	$9,199.49	$9,240.35	$13,249,910,444	$170,302,234,778
Jul 10, 2020	$9,273.36	$9,287.47	$9,118.00	$9,278.81	$16,860,035,605	$171,001,933,827
Jul 09, 2020	$9,427.99	$9,431.38	$9,235.00	$9,277.97	$18,000,702,524	$170,977,231,638
Jul 08, 2020	$9,253.02	$9,450.34	$9,249.50	$9,428.33	$19,702,359,883	$173,738,543,115
Jul 07, 2020	$9,349.16	$9,360.62	$9,201.82	$9,252.28	$13,839,652,595	$170,485,472,276
Jul 06, 2020	$9,072.85	$9,375.47	$9,058.66	$9,375.47	$17,889,263,252	$172,746,103,840
Jul 05, 2020	$9,126.09	$9,162.18	$8,977.02	$9,073.94	$12,903,406,143	$167,181,726,154
Jul 04, 2020	$9,084.23	$9,183.30	$9,053.63	$9,132.49	$12,290,528,515	$168,251,076,678
Jul 03, 2020	$9,124.84	$9,202.34	$9,058.79	$9,087.30	$13,078,970,999	$167,409,720,388
Jul 02, 2020	$9,231.14	$9,274.96	$9,036.62	$9,123.41	$16,338,916,796	$168,065,586,387
Jul 01, 2020	$9,145.99	$9,309.75	$9,104.73	$9,228.33	$15,971,550,355	$169,988,756,578
Jun 30, 2020	$9,185.58	$9,217.84	$9,084.84	$9,137.99	$15,735,797,744	$168,315,606,321
Jun 29, 2020	$9,140.03	$9,237.57	$9,041.88	$9,190.85	$16,460,547,078	$169,280,659,246
Jun 28, 2020	$9,048.46	$9,197.55	$8,975.53	$9,143.58	$14,560,870,760	$168,401,806,137
Jun 27, 2020	$9,167.82	$9,207.81	$8,998.22	$9,045.39	$17,273,093,144	$166,584,831,506
Jun 26, 2020	$9,260.99	$9,310.52	$9,101.74	$9,162.92	$18,341,465,837	$168,741,367,622
Jun 25, 2020	$9,314.13	$9,340.16	$9,095.32	$9,264.81	$18,616,048,626	$170,608,289,504
Jun 24, 2020	$9,632.15	$9,680.37	$9,278.23	$9,313.61	$18,961,716,076	$171,498,781,280
Jun 23, 2020	$9,644.08	$9,670.54	$9,547.25	$9,629.66	$17,006,433,272	$177,310,052,079
Jun 22, 2020	$9,300.92	$9,655.07	$9,296.87	$9,648.72	$21,104,009,514	$177,651,397,437
Jun 21, 2020	$9,330.93	$9,401.11	$9,300.43	$9,303.63	$15,324,301,169	$171,289,415,079
Jun 20, 2020	$9,290.96	$9,394.97	$9,247.38	$9,332.34	$17,130,541,557	$171,809,438,651
Jun 19, 2020	$9,410.29	$9,440.88	$9,274.30	$9,288.02	$19,632,223,107	$170,985,625,732
Jun 18, 2020	$9,481.57	$9,482.78	$9,328.40	$9,411.84	$17,770,083,003	$173,256,688,664
Jun 17, 2020	$9,533.78	$9,540.42	$9,327.34	$9,480.26	$20,177,709,879	$174,508,805,561
Jun 16, 2020	$9,454.27	$9,579.43	$9,400.45	$9,538.02	$21,565,537,209	$175,563,963,385
